Variable,Unit,Definition
Capital Cost|Liquids|Coal|w/o CCS,US$2010/kW OR local currency/kW,"Capital cost of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report capital costs for each represented CTL technology by adding variables Capital Cost|Liquids|Coal|w/o CCS|2, ... Capital Cost|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Coal|w/o CCS|1,US$2010/kW OR local currency/kW,"Capital cost of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report capital costs for each represented CTL technology by adding variables Capital Cost|Liquids|Coal|w/o CCS|2, ... Capital Cost|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Coal|w/o CCS|2,US$2010/kW OR local currency/kW,"Capital cost of a new coal to liquids plant w/o CCS. If more than one CTL technology is modelled, modellers should report capital costs for each represented CTL technology by adding variables Capital Cost|Liquids|Coal|w/o CCS|2, ... Capital Cost|Liquids|Coal|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which CTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Gas|w/ CCS,US$2010/kW OR local currency/kW,"Capital cost of a new gas to liquids plant with CCS. If more than one CCS GTL technology is modelled, modellers should report capital costs for each represented CCS GTL technology by adding variables Capital Cost|Liquids|Gas|w/ CCS|2, ... Capital Cost|Liquids|Gas|w/ CCS|N (with N = number of represented technologies). It is modeller's choice which CCS GTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Gas|w/o CCS,US$2010/kW OR local currency/kW,"Capital cost of a new gas to liquids plant w/o CCS. If more than one GTL technology is modelled, modellers should report capital costs for each represented GTL technology by adding variables Capital Cost|Liquids|Gas|w/o CCS|2, ... Capital Cost|Liquids|Gas|w/o CCS|N (with N = number of represented technologies). It is modeller's choice which GTL technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Oil|w/ CCS,US$2010/kW OR local currency/kW,"Capital cost of a new oil refining plant w/o CCS. If more than one refinery technology is modelled, modellers should report capital costs for each represented refinery technology by adding variables Capital Cost|Liquids|Oil|2, ... Capital Cost|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Oil|w/ CCS|1,US$2010/kW OR local currency/kW,"Capital cost of a new oil refining plant w/o CCS. If more than one refinery technology is modelled, modellers should report capital costs for each represented refinery technology by adding variables Capital Cost|Liquids|Oil|2, ... Capital Cost|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Oil|w/o CCS,US$2010/kW OR local currency/kW,"Capital cost of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report capital costs for each represented refinery technology by adding variables Capital Cost|Liquids|Oil|2, ... Capital Cost|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Oil|w/o CCS|1,US$2010/kW OR local currency/kW,"Capital cost of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report capital costs for each represented refinery technology by adding variables Capital Cost|Liquids|Oil|2, ... Capital Cost|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Cost|Liquids|Oil|w/o CCS|2,US$2010/kW OR local currency/kW,"Capital cost of a new oil refining plant with CCS. If more than one refinery technology is modelled, modellers should report capital costs for each represented refinery technology by adding variables Capital Cost|Liquids|Oil|2, ... Capital Cost|Liquids|Oil|N (with N = number of represented technologies). It is modeller's choice which refinery technologies to assign to type 1 (assigned to the variable without number suffix),2,...,N. The assignment should be documented in the comments sheet. "
Capital Formation,billion US$2010/yr OR local currency,net additions to the physical capital stock
Capital Stock,billion US$2010/yr or local currency/yr,Macroeconomic capital stock
Carbon Capture,Mt CO2/yr,
Carbon Capture|Direct Air Capture,Mt CO2/yr,Captured carbon dioxide (CO2) from direct air capture
Carbon Capture|Direct Ocean Capture,Mt CO2/yr,Captured carbon dioxide (CO2) from direct ocean capture
Carbon Capture|Energy,Mt CO2/yr,"Captured carbon dioxide (CO2) from energy use in supply and demand sectors (IPCC category 1A, 1B)"
Carbon Capture|Energy|Biomass,Mt CO2/yr,"Captured carbon dioxide (CO2) from purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass in supply and demand sectors (IPCC category 1A, 1B)"
Carbon Capture|Energy|Demand,Mt CO2/yr,Captured carbon dioxide (CO2) during energy consumption
Carbon Capture|Energy|Demand|Biomass,Mt CO2/yr,"Captured carbon dioxide (CO2) during direct consumption of purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass"
Carbon Capture|Energy|Demand|Fossil,Mt CO2/yr,"Captured carbon dioxide (CO2) during direct consumption of fossil fuels including coal, natural gas and conventional/unconventional oil"
Carbon Capture|Energy|Demand|Industry,Mt CO2/yr,Captured carbon dioxide (CO2) during energy consumption in industry
Carbon Capture|Energy|Demand|Industry|Biomass,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass in industry"
Carbon Capture|Energy|Demand|Industry|Chemicals,Mt CO2/yr,Captured carbon dioxide (CO2) during energy consumption in production of chemicals
Carbon Capture|Energy|Demand|Industry|Chemicals|Biomass,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass in production of chemicals"
Carbon Capture|Energy|Demand|Industry|Chemicals|Biomass|Ammonia,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass in production of chemicals"
Carbon Capture|Energy|Demand|Industry|Chemicals|Biomass|Methanol,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of purpose-grown bioenergy crops, biogas, crop and forestry residue, municipal solid waste bioenergy and traditional biomass in production of chemicals"
Carbon Capture|Energy|Demand|Industry|Chemicals|Fossil,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of fossil fuels including coal, natural gas and conventional/unconventional oil in production of chemicals"
Carbon Capture|Energy|Demand|Industry|Chemicals|Fossil|Ammonia,Mt CO2/yr,"Captured carbon dioxide (CO2) during use of fossil fuels including coal, natural gas and conventional/unconventional oil in production of chemicals"
